	text	label	primary_key	mapping
359	('what the point is in deleting tweets that can be found in search engines like twitter?', 86)	0	234	234
360	('@mattcutts have google profiles stopped showing up in searches? cant see them anymore', 0)	1	235	235
361	('@ArunBasilLal I love Google Translator too ! :D Good day mate !', 0)	2	236	236
362	('reading on my new Kindle2!', 0)	2	237	237
363	('my kindle2 is here and i love it ', 19)	2	238	238
364	"('LOVING my new Kindle2.  Named her Kendra in case u were wondering. The ""cookbook"" is THE tool cuz it tells u all the tricks!  Best gift EVR!', 0)"	2	239	239
365	('The real AIG scandal / http://bit.ly/b82Px', 0)	0	240	240
366	('is there any twitter app on aprs yet?', 17)	1	241	241
367	('Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes.', 0)	2	243	243
368	"('\' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! Great speech..', 0)"	2	244	244
369	"('I like this guy : \' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !!', 0)"	2	245	245
370	"(""Obama's speech was pretty awesome last night! http://bit.ly/IMXUM"", 0)"	2	246	246
371	('how popular is barack obama in the arab world?', 114)	2	248	248
372	('how popular is barack obama in the arab world?', 114)	2	248	248
373	('i love him', 127)	2	249	249
374	('i love him', 127)	2	249	249
375	('LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750', 0)	0	250	250
376	('is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals', 0)	2	251	251
377	('Watching Lebron highlights. Damn that niggas good', 0)	2	254	254
378	('lou911 lebron is murdering shit', 13)	2	255	255
379	"(""we're talking about lebron at 24 smh the world isn't ready"", 48)"	2	256	256
380	"(""@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players."", 0)"	2	257	257
381	('KOBE IS GOOD BT LEBRON HAS MY VOTE', 0)	2	258	258
382	"(""@asherroth World Cup 2010 Access?? Damn, that's a good look!"", 0)"	2	260	260
383	"(""i just bought tickets for the fifa world cup 2010 in south africa it's going to be a good summer httpbitly9gezik"", 37)"	2	261	261
384	"(""Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG"", 0)"	1	262	262
385	('i have to go to booz allen hamilton for a two-hour meeting  but then i will go home ', 27)	0	263	263
386	('i have to go to booz allen hamilton for a two-hour meeting  but then i will go home ', 27)	0	263	263
387	('i have to go to booz allen hamilton for a two-hour meeting  but then i will go home ', 27)	0	263	263
388	('i have to go to booz allen hamilton for a two-hour meeting  but then i will go home ', 27)	0	263	263
389	('i have to go to booz allen hamilton for a two-hour meeting  but then i will go home ', 27)	0	263	263
390	('in india the great tamasha will truely unfold from the 16th of may the day of the result of the indian general election', 55)	2	264	264
391	('in india the great tamasha will truely unfold from the 16th of may the day of the result of the indian general election', 55)	2	264	264
392	"(""i have a kindle 2 and have seen pictures of the dx but haven't seen it in person i love my kindle - i use it daily"", 43)"	2	265	265
393	('@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF', 0)	2	266	266
394	('ok.. do nothing.. just thinking about 40D', 0)	1	267	267
395	('what model do you get? i have the 40d and i love it', 55)	2	268	268
396	"(""The Times of India: The wonder that is India's election. http://bit.ly/p7u1H"", 0)"	2	269	269
397	('http://is.gd/ArUJ Good video from Google on using search options.', 0)	2	270	270
398	('i have a itchy skin', 56)	0	271	271
399	('i have a itchy skin', 56)	0	271	271
400	('i have a itchy skin', 56)	0	271	271
401	('itchy back!! dont ya hate it!', 0)	0	272	272
402	('Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH', 0)	2	273	273
403	('Stanford University?s Facebook Profile is One of the Most Popular Official University Pages - http://tinyurl.com/p5b3fl', 0)	2	274	274
404	('SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!!', 0)	2	276	276
405	"(""RT @PassionModel 'American Idol' fashion: Adam Lambert tones down, Danny Gokey cute ... http://cli.gs/7JWSHV"", 0)"	2	277	277
406	('dannygokey i love you danny gokey ', 13)	2	278	278
407	('RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1', 0)	1	279	279
408	"(""i'm tired"", 54)"	0	280	280
409	"(""i'm tired"", 54)"	0	280	280
410	"(""i'm tired"", 54)"	0	280	280
411	"(""i'm tired"", 54)"	0	280	280
412	"(""i'm tired"", 54)"	0	280	280
413	"(""i'm tired"", 54)"	0	280	280
414	"(""i'm tired"", 54)"	0	280	280
415	('Boarding plane for San Francisco in 1 hour; 6 hr flight. Blech.', 0)	0	281	281
416	('hello san francisco', 49)	0	282	282
417	('hello san francisco', 49)	0	282	282
418	('hello san francisco', 49)	0	282	282
419	('hello san francisco', 49)	0	282	282
420	('hello san francisco', 49)	0	282	282
421	('hello san francisco', 49)	0	282	282
422	('hello san francisco', 49)	0	282	282
423	('hello san francisco', 49)	0	282	282
424	('breakers. in San Francisco, CA http://loopt.us/4v88Bw.t', 0)	1	283	283
425	('going to san francisco', 16)	1	284	284
426	('with my best girl for a few hours in san francisco', 43)	2	285	285
427	('with my best girl for a few hours in san francisco', 43)	2	285	285
428	('with my best girl for a few hours in san francisco', 43)	2	285	285
429	('F*** up big, or go home - AIG', 0)	0	286	286
430	('i went to star trek yesterday night and the movie was very satisfying', 44)	2	287	287
431	('i went to star trek yesterday night and the movie was very satisfying', 44)	2	287	287
432	('i went to star trek yesterday night and the movie was very satisfying', 44)	2	287	287
433	('i went to star trek yesterday night and the movie was very satisfying', 44)	2	287	287
434	"(""i can't wait to see star trek tonight"", 18)"	2	288	288
435	"(""i love malcolm gladwell's new book 'outliers'"", 29)"	2	290	290
436	"(""i love malcolm gladwell's new book 'outliers'"", 29)"	2	290	290
437	"(""i love malcolm gladwell's new book 'outliers'"", 29)"	2	290	290
438	"(""i love malcolm gladwell's new book 'outliers'"", 29)"	2	290	290
439	"(""i love malcolm gladwell's new book 'outliers'"", 29)"	2	290	290
440	"(""i love malcolm gladwell's new book 'outliers'"", 29)"	2	290	290
441	"(""I highly recommend Malcolm Gladwell's 'The Tipping Point.' My next audiobook will probably be one of his as well."", 0)"	2	291	291
442	('malcolm gladwell is so good at tricking people into not realizing he is a fucking idiot', 21)	0	292	292
443	('@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit', 0)	0	293	293
444	('RT @clashmore: http://bit.ly/SOYv7  Great article by Malcolm Gladwell.', 0)	2	294	294
445	('i have underestimated malcolm gladwell', 48)	2	295	295
446	('i have underestimated malcolm gladwell', 48)	2	295	295
447	('i have underestimated malcolm gladwell', 48)	2	295	295
448	('i have underestimated malcolm gladwell', 48)	2	295	295
449	('i have underestimated malcolm gladwell', 48)	2	295	295
450	('i have underestimated malcolm gladwell', 48)	2	295	295
451	('i have underestimated malcolm gladwell', 48)	2	295	295
452	('i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do', 0)	0	296	296
453	('comcast sucks', 13)	0	297	297
454	('@Dommm did comcast fail again??', 0)	0	299	299
455	('how do you use the twitter api?', 35)	1	300	300
456	"(""i don't like twitter's api limitation"", 27)"	0	301	301
457	('Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!', 0)	0	302	302
458	('test the twitter api', 16)	1	303	303
459	('test the twitter api', 16)	1	303	303
460	"(""twitter's api makes me insane"", 31)"	0	304	304
461	"(""twitter's api makes me insane"", 31)"	0	304	304
462	"(""twitter's api makes me insane"", 31)"	0	304	304
463	"(""twitter's api makes me insane"", 31)"	0	304	304
464	('testing the twitter api remote update', 17)	1	305	305
465	('i really like the new wolframalpha site that makes google seem very cute', 82)	2	306	306
466	('#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless!', 0)	0	307	307
467	('departure to the nike factory', 12)	2	308	308
468	('departure to the nike factory', 12)	2	308	308
469	('New nike muppet commercials are pretty cute. Why do we live together again?', 0)	2	309	309
470	('New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS', 0)	1	310	310
471	('New blog post: Nike Trainer 1 http://bit.ly/394bp', 0)	1	311	311
472	"(""@Fraggle312 oh those are awesome! i so wish they weren't owned by nike :("", 0)"	0	312	312
473	"('arhh, It\'s weka bug. = ="" and I spent almost two hours to find that out. crappy me', 0)"	0	314	314
474	"(""@mitzs hey bud :) np I do so love my 50D, although I'd love a 5D mkII more"", 0)"	2	315	315
475	('@jonduenas @robynlyn just got us a 50D for the office. :D', 0)	2	316	316
476	"(""Just picked up my new Canon 50D...it's beautiful!!  Prepare for some seriously awesome photography!"", 0)"	2	317	317
477	('Just got my new toy. Canon 50D. Love love love it!', 0)	2	318	318
478	('Learning about lambda calculus :)', 0)	2	319	319
479	('#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) http://tinyurl.com/qwrr2m', 0)	1	320	320
480	('i am moving to east palo alto', 13)	2	321	321
481	('i am moving to east palo alto', 13)	2	321	321
482	('i just finished watching your stanford iphone class session', 55)	2	322	322
483	('i just finished watching your stanford iphone class session', 55)	2	322	322
484	('i just finished watching your stanford iphone class session', 55)	2	322	322
485	('@jktweet Hi! Just saw your Stanford talk and really liked your advice. Just saying Hi from Singapore (yes the videos do get around)', 0)	2	323	323
486	('Ethics and nonprofits - http://bit.ly/qsXRp  #stanford #socialentrepreneurship', 0)	1	325	325
487	"(""lakers tonight let's go"", 12)"	2	326	326
488	('will the lakers bludgeon nuggets ass?', 28)	2	327	327
489	('will the lakers bludgeon nuggets ass?', 28)	2	327	327
490	('will the lakers bludgeon nuggets ass?', 28)	2	327	327
491	('will the lakers bludgeon nuggets ass?', 28)	2	327	327
492	('will the lakers bludgeon nuggets ass?', 28)	2	327	327
493	('will the lakers bludgeon nuggets ass?', 28)	2	327	327
494	('oh yeah north korea is in trouble httpbitly19epah', 29)	0	328	328
495	('oh yeah north korea is in trouble httpbitly19epah', 29)	0	328	328
496	('oh yeah north korea is in trouble httpbitly19epah', 29)	0	328	328
497	('oh yeah north korea is in trouble httpbitly19epah', 29)	0	328	328
498	('what is north korea doing?', 119)	0	329	329
499	('what is north korea doing?', 119)	0	329	329
500	('what is north korea doing?', 119)	0	329	329
501	('what is north korea doing?', 119)	0	329	329
502	('what is north korea doing?', 119)	0	329	329
503	('what is north korea doing?', 119)	0	329	329
504	('what is north korea doing?', 119)	0	329	329
505	('Listening to Obama... Friggin North Korea...', 0)	0	330	330
506	('I just realized we three monkeys in the white Obama.Biden,Pelosi . Sarah Palin 2012', 0)	0	331	331
507	('foxnews pelosi should stay in china and never return', 21)	0	332	332
508	('foxnews pelosi should stay in china and never return', 21)	0	332	332
509	('foxnews pelosi should stay in china and never return', 21)	0	332	332
510	('foxnews pelosi should stay in china and never return', 21)	0	332	332
511	('foxnews pelosi should stay in china and never return', 21)	0	332	332
512	"(""yes i'm still bitter about this pelosi speech"", 88)"	0	333	333
513	"(""yes i'm still bitter about this pelosi speech"", 88)"	0	333	333
514	('ugh these stupid insects have bitten me so many times', 46)	0	334	334
515	('ugh these stupid insects have bitten me so many times', 46)	0	334	334
516	('ugh these stupid insects have bitten me so many times', 46)	0	334	334
517	('ugh these stupid insects have bitten me so many times', 46)	0	334	334
518	('Prettiest insects EVER - Pink Katydids: http://bit.ly/2Upw2p', 0)	2	335	335
519	('i just got a wave of insects eating my kitchen light', 47)	0	336	336
520	('i just got a wave of insects eating my kitchen light', 47)	0	336	336
521	('i just got a wave of insects eating my kitchen light', 47)	0	336	336
522	('i just got a wave of insects eating my kitchen light', 47)	0	336	336
523	('i just got a wave of insects eating my kitchen light', 47)	0	336	336
524	"(""i had mcdonald's for dinner d it was a big mac meal"", 29)"	2	337	337
525	('AHH YES LOL IMA TELL MY HUBBY TO GO GET ME SUM MCDONALDS =]', 0)	2	338	338
526	('i stopped at mcdonalds for lunch and i had chicken nuggets  yummmmm', 40)	2	339	339
527	('i could go for mcdonalds', 35)	2	340	340
528	('i could go for mcdonalds', 35)	2	340	340
529	('my exam was good', 51)	2	341	341
530	('my exam was good', 51)	2	341	341
531	('my exam was good', 51)	2	341	341
532	('my exam was good', 51)	2	341	341
533	"(""one exam is remaining and i'm happy for it"", 33)"	2	342	342
534	"(""one exam is remaining and i'm happy for it"", 33)"	2	342	342
535	"(""one exam is remaining and i'm happy for it"", 33)"	2	342	342
536	"(""one exam is remaining and i'm happy for it"", 33)"	2	342	342
537	"(""one exam is remaining and i'm happy for it"", 33)"	2	342	342
538	"(""one exam is remaining and i'm happy for it"", 33)"	2	342	342
539	"(""one exam is remaining and i'm happy for it"", 33)"	2	342	342
540	"(""one exam is remaining and i'm happy for it"", 33)"	2	342	342
541	"(""i can't pass the math tests"", 40)"	0	343	343
542	"(""i can't pass the math tests"", 40)"	0	343	343
543	"(""i can't pass the math tests"", 40)"	0	343	343
544	"(""i can't pass the math tests"", 40)"	0	343	343
545	('colin powell is a man of honor who proudly served our country', 104)	0	344	344
546	"(""obviously he's not siding with cheney httpbitly19j2d"", 28)"	0	345	345
547	('Absolutely hilarious!!! from @mashable:  http://bit.ly/bccWt', 0)	2	346	346
548	('@mashable I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp; I New Wave :-D) http://bit.ly/EOrFV', 0)	2	347	347
549	('RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign', 0)	2	349	349
550	"(""i've been sending e-mails like crazy today to my contacts does anyone have a contact with goodby silverstein i'd love to speak to him"", 23)"	2	350	350
551	('Adobe CS4 commercial by Goodby Silverstein: http://bit.ly/1aikhF', 0)	1	351	351
552	"(""goodby silverstein's new website - httpwwwgoodbysilversteincom - i like it"", 31)"	2	352	352
553	"(""goodby silverstein's new website - httpwwwgoodbysilversteincom - i like it"", 31)"	2	352	352
554	"(""Wow everyone at the Google I/O conference got free G2's with a month of unlimited service"", 0)"	2	353	353
555	('i have a free google android phone for the io conference', 38)	2	354	354
556	('i have a free google android phone for the io conference', 38)	2	354	354
557	('i have a free google android phone for the io conference', 38)	2	354	354
558	('@Orli the G2 is amazing btw, a HUGE improvement over the G1', 0)	2	355	355
559	"(""HTML 5 Demos! Lots of great stuff to come! Yes, I'm excited. :) http://htmlfive.appspot.com #io2009 #googleio"", 0)"	2	356	356
560	('@googleio http://twitpic.com/62shi - Yay! Happy place! Place place!  I love Google!', 0)	2	357	357
561	('o3d - bringing 3d graphics to the browser', 46)	2	358	358
562	('o3d - bringing 3d graphics to the browser', 46)	2	358	358
563	('watching the life of hitler would only bolster my saga about history', 57)	1	360	360
564	('watching the life of hitler would only bolster my saga about history', 57)	1	360	360
565	('watching the life of hitler would only bolster my saga about history', 57)	1	360	360
566	('watching the life of hitler would only bolster my saga about history', 57)	1	360	360
567	('watching the life of hitler would only bolster my saga about history', 57)	1	360	360
568	('who funded the movies?', 70)	0	361	361
569	('who funded the movies?', 70)	0	361	361
570	('Watching Night at the Museum - giggling.', 0)	2	363	363
571	('jenna i went to see night at the museum 2 today and i was so surprised to see three of the cast members of the office', 40)	1	364	364
572	('jenna i went to see night at the museum 2 today and i was so surprised to see three of the cast members of the office', 40)	1	364	364
573	('to watch the night at the museum with ryan and stacy', 22)	1	365	365
574	('to watch the night at the museum with ryan and stacy', 22)	1	365	365
575	('get ready to watch night in the museum 2', 51)	1	366	366
576	"(""Back from seeing 'Star Trek' and 'Night at the Museum.' 'Star Trek' was amazing, but 'Night at the Museum' was; eh."", 0)"	0	367	367
577	"(""So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up."", 0)"	2	369	369
578	('i think i might have a new favorite restaurant', 58)	1	370	370
579	('i think i might have a new favorite restaurant', 58)	1	370	370
580	('i think i might have a new favorite restaurant', 58)	1	370	370
581	"(""UP! was sold out, so i'm seeing Night At The Museum 2. I'm __ years old."", 0)"	1	371	371
582	('i saw the new night at the museum and it was fun', 42)	2	372	372
583	('i saw the new night at the museum and it was fun', 42)	2	372	372
584	('what would happen if gm only had a few cars for which the white house thinks could sell?', 80)	0	373	373
585	('what would happen if gm only had a few cars for which the white house thinks could sell?', 80)	0	373	373
586	('what would happen if gm only had a few cars for which the white house thinks could sell?', 80)	0	373	373
587	('what would happen if gm only had a few cars for which the white house thinks could sell?', 80)	0	373	373
588	('As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al', 0)	0	374	374
589	('Obama: Nationalization of GM to be short-term   (AP) http://tinyurl.com/md347r', 0)	1	375	375
590	('@Pittstock $GM good riddance.  sad though.', 0)	0	376	376
591	('I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8', 0)	0	377	377
592	('Having the old Coca-Cola guy on the GM board is stupid has heck! #tcot #ala', 0)	0	378	378
593	('#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   http://buzzup.com/4ueb', 0)	0	379	379
594	('Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u F**K him over for good.', 0)	0	380	380
595	('The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the..', 0)	0	381	381
596	('@QuantTrader i own a GM car and it is junk as far as quality compared to a honda', 0)	0	382	382
597	"(""a sad day gm's in trouble"", 25)"	0	383	383
598	"(""a sad day gm's in trouble"", 25)"	0	383	383
599	"(""the whole gm thing has upset me because i can tell life's been so screwed"", 56)"	0	384	384
600	('anyone running time warner must be repeatedly raped by the rhino so he understands the consequences of a shitty cable svc', 43)	0	385	385
601	('anyone running time warner must be repeatedly raped by the rhino so he understands the consequences of a shitty cable svc', 43)	0	385	385
602	('Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH', 0)	1	386	386
603	('#WFTB Joining a bit late. My connection was down (boo time warner)', 0)	0	387	387
604	('cox or time warner?', 92)	0	388	388
605	"(""i'm upset about time warner and their promotions on smartphones"", 38)"	0	389	389
606	"(""i'm upset about time warner and their promotions on smartphones"", 38)"	0	389	389
607	"(""i'm upset about time warner and their promotions on smartphones"", 38)"	0	389	389
608	"(""i'm upset about time warner and their promotions on smartphones"", 38)"	0	389	389
609	"(""i'm upset about time warner and their promotions on smartphones"", 38)"	0	389	389
610	"(""i'm upset about time warner and their promotions on smartphones"", 38)"	0	389	389
611	('i just returned from chick-fil-a with the boys', 62)	0	390	390
612	('i just returned from chick-fil-a with the boys', 62)	0	390	390
613	('i just returned from chick-fil-a with the boys', 62)	0	390	390
614	('i just returned from chick-fil-a with the boys', 62)	0	390	390
615	('could time-warner cables suck more?', 18)	0	391	391
616	('i was angry at time warner and blamed for my internet problem', 37)	0	392	392
617	('i was angry at time warner and blamed for my internet problem', 37)	0	392	392
618	('i was angry at time warner and blamed for my internet problem', 37)	0	392	392
619	('i was angry at time warner and blamed for my internet problem', 37)	0	392	392
620	('do you have any time warner issues?', 38)	0	393	393
621	('do you have any time warner issues?', 38)	0	393	393
622	('do you have any time warner issues?', 38)	0	393	393
623	('why is time warner really having to suck?', 117)	0	394	394
624	('why is time warner really having to suck?', 117)	0	394	394
625	('why is time warner really having to suck?', 117)	0	394	394
626	('why is time warner really having to suck?', 117)	0	394	394
627	('why is time warner really having to suck?', 117)	0	394	394
628	('why is time warner really having to suck?', 117)	0	394	394
629	"(""RT @sportsguy33 The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside."", 0)"	0	395	395
630	"(""time warner's new slogan is time warner"", 86)"	0	396	396
631	"(""confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/"", 0)"	0	397	397
632	('@sportsguy33 Time Warner = epic fail', 0)	0	398	398
633	('Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china', 0)	1	399	399
634	('Weird Piano Guitar House in China! http://u2s.me/72i8', 0)	1	400	400
635	('Send us your GM/Chevy photos http://tinyurl.com/luzkpq', 0)	1	401	401
636	"(""I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM."", 0)"	0	402	402
637	"(""gm's bankruptcy is not a good thing"", 26)"	0	403	403
638	('yankees won mets lost. its a good day.', 0)	2	404	404
639	"(""my dentist's appointment today was definitely enjoyable"", 35)"	2	405	405
640	"(""my dentist's appointment today was definitely enjoyable"", 35)"	2	405	405
641	"(""my dentist's appointment today was definitely enjoyable"", 35)"	2	405	405
642	"(""my dentist's appointment today was definitely enjoyable"", 35)"	2	405	405
643	"(""my dentist's appointment today was definitely enjoyable"", 35)"	2	405	405
644	"(""my dentist's appointment today was definitely enjoyable"", 35)"	2	405	405
645	"(""my dentist's appointment today was definitely enjoyable"", 35)"	2	405	405
646	"(""my dentist's appointment today was definitely enjoyable"", 35)"	2	405	405
647	('i hate the infuriating dentist', 20)	0	406	406
648	('i hate the infuriating dentist', 20)	0	406	406
649	('i hate the infuriating dentist', 20)	0	406	406
650	('stevemoakler i have the same conversation with a dentist today', 58)	1	407	407
651	('stevemoakler i have the same conversation with a dentist today', 58)	1	407	407
652	('kirstiealley i hate dentists', 28)	0	408	408
653	('who invented them?', 42)	0	409	409
654	('who invented them?', 42)	0	409	409
655	('who invented them?', 42)	0	409	409
656	('who invented them?', 42)	0	409	409
657	('who invented them?', 42)	0	409	409
658	"(""it's a cold dentist office"", 27)"	0	410	410
659	"(""it's a cold dentist office"", 27)"	0	410	410
660	"(""it's a cold dentist office"", 27)"	0	410	410
661	"(""it's a cold dentist office"", 27)"	0	410	410
662	('Check this video out -- David After Dentist http://bit.ly/47aW2', 0)	1	411	411
663	('first appointment with a dentist in several years may be on wednesday', 46)	1	412	412
664	"(""Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: http://ow.ly/axhu"", 0)"	1	413	413
665	('BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a', 0)	1	414	414
666	('Portland city politics may undo baseball park http://tinyurl.com/lpjquj', 0)	1	415	415
667	"(""RT @WaterSISWEB: CA Merced's water bottled by Safeway, resold at a profit: Wells are drying up across the county http://tinyurl.com/mb573s"", 0)"	1	416	416
668	('dropped her broccoli walking home from safeway! ;( so depressed', 0)	1	417	417
669	"(""we don't have a safeway"", 22)"	1	418	418
670	('Just applied at Safeway!(: Yeeeee!', 0)	2	419	419
671	"(""safeway the place's a nightmare"", 39)"	0	420	420
672	"(""safeway the place's a nightmare"", 39)"	0	420	420
673	"(""safeway the place's a nightmare"", 39)"	0	420	420
674	"(""safeway the place's a nightmare"", 39)"	0	420	420
675	('in safety with my dad', 19)	1	421	421
676	('HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;', 0)	0	422	422
677	('Safeway with Marvin, Janelle, and Auntie Lhu', 0)	1	423	423
678	('safeway offers mobile coupons httpbitlyonh7ww', 21)	1	424	424
679	('safeway offers mobile coupons httpbitlyonh7ww', 21)	1	424	424
680	('Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa', 0)	1	425	425
681	('Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town.', 0)	1	426	426
682	"(""i'm eating taco bell before work tonight i need to be awake"", 58)"	1	427	427
683	"(""i'm eating taco bell before work tonight i need to be awake"", 58)"	1	427	427
684	('eating breakfast and then school', 0)	1	428	428
685	('still hungry after eating....', 0)	1	429	429
686	('10 tips for healthy eating ? ResultsBy Fitness Blog :: Fitness ... http://bit.ly/62gFn', 0)	1	430	430
687	('with the boyfriend, eating a quesadilla', 0)	1	431	431
688	('Eating dinner. Meat, chips, and risotto.', 0)	1	432	432
689	('i have a new pair of shoes from nike', 29)	1	433	433
690	('i have a new pair of shoes from nike', 29)	1	433	433
691	"('Nike SB Blazer High ""ACG"" Custom - Brad Douglas - http://timesurl.at/45a448', 0)"	1	434	434
692	"(""Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @whitSTYLES @muchasmuertes"", 0)"	2	435	435
693	('Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN', 0)	1	436	436
694	('has anybody tried nike?', 41)	2	437	437
695	('i just say this looks like a nike private jet', 65)	1	438	438
696	('i just say this looks like a nike private jet', 65)	1	438	438
697	('i just say this looks like a nike private jet', 65)	1	438	438
698	('the beta app for nike training club appears very interesting', 31)	2	439	439
699	('the beta app for nike training club appears very interesting', 31)	2	439	439
700	('the beta app for nike training club appears very interesting', 31)	2	439	439
701	('the beta app for nike training club appears very interesting', 31)	2	439	439
702	('the beta app for nike training club appears very interesting', 31)	2	439	439
703	('the beta app for nike training club appears very interesting', 31)	2	439	439
704	('the beta app for nike training club appears very interesting', 31)	2	439	439
705	"(""why don't my queries appear in safari?"", 39)"	0	440	440
706	('jquery tools - javascript ui components for the web', 57)	1	441	441
707	('all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/', 0)	1	442	442
708	"(""i'm ready to drop the pretenses i'm forever in love with jquery and i want to marry it"", 61)"	2	443	443
709	"(""i was looking at google's chartvideo api and found this jquery wrapper for the api httptinyurlcommq52bq"", 48)"	1	444	444
710	"(""i was looking at google's chartvideo api and found this jquery wrapper for the api httptinyurlcommq52bq"", 48)"	1	444	444
711	('i spent most of my day reading a jquery book', 58)	1	445	445
712	('i spent most of my day reading a jquery book', 58)	1	445	445
713	('jquery Selectors http://codylindley.com/jqueryselectors/', 0)	1	446	446
714	('how do i write a news ticker?', 74)	1	447	447
715	('SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga', 0)	2	449	449
716	"(""i can't find the name of warren buffet to save my soul"", 52)"	1	450	450
717	"(""i also recommend reading michael palin's book the python years"", 85)"	2	451	451
718	"(""I mean, I'm down with Notre Dame if I have to.  It's a good school, I'd be closer to Dan, I'd enjoy it."", 0)"	2	452	452
719	"(""i can't watch tv without a tivo and after all these years the time  warner dvr still stinks"", 63)"	0	453	453
720	('I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads.', 0)	0	455	455
721	('I love my Kindle2. No more stacks of books to trip over on the way to the loo.', 0)	2	456	456
722	"(""@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)"", 0)"	0	458	458
723	('@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?', 0)	1	459	459
724	('@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?', 0)	1	460	460
725	('Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter', 0)	0	461	461
726	('Today is a good day to dislike AT&amp;T. Vote out of office indeed, @danielpunkass', 0)	0	462	462
727	"(""GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave"", 0)"	2	463	463
728	('looks like summize has gone down. too many tweets from WWDC perhaps?', 0)	0	464	464
729	('i hope the worker buys my kindle2', 22)	1	465	465
730	('i hope the worker buys my kindle2', 22)	1	465	465
731	('i hope the worker buys my kindle2', 22)	1	465	465
732	('i hope the worker buys my kindle2', 22)	1	465	465
733	('i hope the worker buys my kindle2', 22)	1	465	465
734	"(""Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush"", 0)"	1	466	466
735	('@sklososky Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen', 0)	2	467	467
736	('Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T', 0)	0	468	468
